FIPS,COUNTY,STATE,POP,VETS,VET_PERCENT
08041,El Paso,Colorado,720403.0,92890.54707142,0.12894247674068543
08043,Fremont,Colorado,47839.0,4747.09369445,0.09923062134346454
08045,Garfield,Colorado,60061.0,2983.910501032,0.04968133232933185
08047,Gilpin,Colorado,6243.0,574.9222296394,0.09209069832442736
08049,Grand,Colorado,15734.0,1103.7847738074,0.07015283931660099
08051,Gunnison,Colorado,17462.0,811.8286160764,0.046491158863612415
08053,Hinsdale,Colorado,820.0,80.527258552,0.09820397384390245
08055,Huerfano,Colorado,6897.0,733.615203201,0.10636729059025662
08057,Jackson,Colorado,1392.0,128.672524783,0.09243715860847701
08059,Jefferson,Colorado,582881.0,38096.29943737,0.06535862283617068
08061,Kiowa,Colorado,1406.0,60.8780235677,0.04329873653463727
08063,Kit Carson,Colorado,7097.0,536.557297424,0.07560339543807243
08065,Lake,Colorado,8127.0,541.9195778261999,0.06668138031576226
08067,La Plata,Colorado,56221.0,3469.497727596,0.06171177545038331
08069,Larimer,Colorado,356899.0,22334.050307179998,0.06257806916573036
08071,Las Animas,Colorado,14506.0,1284.9286651971001,0.08857911658604027
08073,Lincoln,Colorado,5701.0,356.6337523255,0.06255635017111033
08075,Logan,Colorado,22409.0,1367.4599750621999,0.06102280222509705
08077,Mesa,Colorado,154210.0,11815.5712409,0.07662000674988652
08079,Mineral,Colorado,769.0,74.7625560514,0.09722048901352405
08081,Moffat,Colorado,13283.0,820.1155526924999,0.06174174152619889
08083,Montezuma,Colorado,26183.0,2141.97644012,0.08180790742542872
08085,Montrose,Colorado,42758.0,3331.17959454,0.07790775046868421
08087,Morgan,Colorado,29068.0,1355.1138532276,0.04661875097108848
08089,Otero,Colorado,18278.0,1245.56308459,0.06814548006291717
08091,Ouray,Colorado,4952.0,414.5044762229999,0.08370445804180128
08093,Park,Colorado,18845.0,1628.6838287167,0.0864252496002494
08095,Phillips,Colorado,4265.0,265.277474223,0.06219870438991794
08097,Pitkin,Colorado,17767.0,723.6894161001,0.04073222356616761
08099,Prowers,Colorado,12172.0,585.6367873831999,0.04811343964699309
08101,Pueblo,Colorado,168424.0,13155.616487350002,0.07811010596678622
08103,Rio Blanco,Colorado,6324.0,423.1701112805,0.06691494485776407
08105,Rio Grande,Colorado,11267.0,788.2551580604,0.06996140570341706
08107,Routt,Colorado,25638.0,1318.694160412,0.051435141602777124
08109,Saguache,Colorado,6824.0,378.87741021240004,0.05552130864777257
08111,San Juan,Colorado,728.0,79.031905886,0.10856031028296703
08113,San Miguel,Colorado,8179.0,347.794647695,0.04252288148856828
08115,Sedgwick,Colorado,2248.0,194.9139305227,0.08670548510796264
08117,Summit,Colorado,31011.0,1375.4416132141,0.04435334601315985
08119,Teller,Colorado,25388.0,2830.0893246220003,0.11147350419970066
08121,Washington,Colorado,4908.0,307.851746683,0.06272447976426243
08123,Weld,Colorado,324492.0,16852.2452847,0.051934239625938385
08125,Yuma,Colorado,10019.0,607.6894088900001,0.0606536988611638
09001,Fairfield,Connecticut,943332.0,30075.13439655,0.03188181297417028
09003,Hartford,Connecticut,891720.0,38212.7161767,0.04285281946877944
09005,Litchfield,Connecticut,180333.0,9597.109424189399,0.053218819762269796
09007,Middlesex,Connecticut,162436.0,7886.5337150259,0.04855163704490322
09009,New Haven,Connecticut,854757.0,37130.15393678,0.04343942657010121
09011,New London,Connecticut,265206.0,20750.126927080004,0.07824154403399623
09013,Tolland,Connecticut,150721.0,7144.471223068201,0.047401962719648895
09015,Windham,Connecticut,116782.0,7153.479347838,0.06125498234178212
10001,Kent,Delaware,180786.0,17734.86826183,0.09809868165582512
10003,New Castle,Delaware,558753.0,31390.773107999998,0.056180052917836676
10005,Sussex,Delaware,234225.0,19724.3250846,0.08421101541082293
11001,District of Columbia,District of Columbia,705749.0,28285.972305199997,0.040079365759214676
12001,Alachua,Florida,269043.0,17595.34505837,0.0653997504427545
12003,Baker,Florida,29210.0,1817.4300516345997,0.062219447163115366
12005,Bay,Florida,174705.0,21920.96164359,0.12547415153309865
12007,Bradford,Florida,28201.0,2007.8026851989998,0.07119615209386192
12009,Brevard,Florida,601942.0,64643.8882281,0.10739222089187994
12011,Broward,Florida,1952778.0,81912.7631691,0.04194678717657614
12013,Calhoun,Florida,14105.0,1103.7830324679999,0.07825473466628854
12015,Charlotte,Florida,188910.0,21850.5203714,0.115666298085861
12017,Citrus,Florida,149657.0,19793.6530595,0.132260121875355
12019,Clay,Florida,219252.0,25389.06164236,0.11579854068542135
12021,Collier,Florida,384902.0,27499.11605363,0.07144446132685722
12023,Columbia,Florida,71686.0,6502.39822562,0.09070666832603297
12027,DeSoto,Florida,38001.0,2052.845693001,0.05402083347809269
12029,Dixie,Florida,16826.0,1605.8014189049,0.09543571965439795
12031,Duval,Florida,957755.0,86702.04566579999,0.09052633049767424
12033,Escambia,Florida,318316.0,37977.37107172,0.11930713841503413
12035,Flagler,Florida,115081.0,11848.72314525,0.10295985562560284
12037,Franklin,Florida,12125.0,1051.062760299,0.08668558847826804
12039,Gadsden,Florida,45660.0,2949.2280485926,0.06459106545318878
12041,Gilchrist,Florida,18582.0,1499.8598185580001,0.08071573665687225
12043,Glades,Florida,13811.0,949.1635684987,0.06872518778500471
12045,Gulf,Florida,13639.0,1564.4929049675002,0.11470730295237921
12047,Hamilton,Florida,14428.0,872.610443758,0.06048034680884391
12049,Hardee,Florida,26937.0,1271.108560314,0.047188200627909564
12051,Hendry,Florida,42022.0,1684.55476341,0.04008744856051592
12053,Hernando,Florida,193920.0,17791.101021960003,0.0917445390983911
12055,Highlands,Florida,106221.0,10136.9393292,0.09543253527268619
12057,Hillsborough,Florida,1471968.0,93257.2910574,0.06335551524041283
12059,Holmes,Florida,19617.0,1736.03037187,0.08849622123005556
12061,Indian River,Florida,159923.0,16407.027439600002,0.102593294520488
12063,Jackson,Florida,46414.0,3945.78475667,0.08501281416533805
12065,Jefferson,Florida,14246.0,1055.0910974965,0.07406226993517478
12067,Lafayette,Florida,8422.0,469.45104767329997,0.05574104104408691
12069,Lake,Florida,367118.0,30445.521197230002,0.08293115891138544
12071,Lee,Florida,770577.0,60134.3725453,0.07803810981290643
12073,Leon,Florida,293582.0,17681.6007566,0.060227128218351265
12075,Levy,Florida,41503.0,3960.8493276900003,0.09543525354046696
12077,Liberty,Florida,8354.0,457.08083425419994,0.05471400936727316
12079,Madison,Florida,18493.0,1155.714918547,0.06249472333028714
12081,Manatee,Florida,403253.0,33652.2801126,0.08345202667456907
12083,Marion,Florida,365579.0,37103.430586,0.10149223720727941
12085,Martin,Florida,161000.0,13758.09438764,0.08545400240770186
12086,Miami-Dade,Florida,2716940.0,64621.9132314,0.023784814251106023
12087,Monroe,Florida,74228.0,7666.9421863723,0.10328908479781619
12089,Nassau,Florida,88625.0,8401.500693657,0.09479831530219465
12091,Okaloosa,Florida,210738.0,36406.413301600005,0.1727567562641764
12093,Okeechobee,Florida,42168.0,2891.912585601,0.06858073860749858
12095,Orange,Florida,1393452.0,71582.4748833,0.05137060686934319
12097,Osceola,Florida,375751.0,18121.85057166,0.04822834954972841
12099,Palm Beach,Florida,1496770.0,82729.6349744,0.05527210925820267
12101,Pasco,Florida,553947.0,48798.8027439,0.0880929091481676
12103,Pinellas,Florida,974996.0,81888.2764299,0.08398832039300674
12105,Polk,Florida,724777.0,47970.41353116,0.06618644566695686
12107,Putnam,Florida,74521.0,7001.796340111201,0.0939573588667785
12109,St. Johns,Florida,264672.0,21152.14429363,0.07991833021109147
12111,St. Lucie,Florida,328297.0,24632.492041441197,0.07503112133659826
12113,Santa Rosa,Florida,184313.0,22242.934573840004,0.12068022642917214
12115,Sarasota,Florida,433742.0,41250.3470844,0.09510341881671593
12117,Seminole,Florida,471826.0,31183.8089602,0.06609175619868342
12119,Sumter,Florida,132420.0,18274.9218075694,0.13800726331044708
12121,Suwannee,Florida,44417.0,3937.892823481,0.08865733443233446
12123,Taylor,Florida,21569.0,1496.3375497849001,0.06937445174949697
12125,Union,Florida,15237.0,1070.1047220229,0.07023067021217431
12127,Volusia,Florida,553284.0,49317.4605215,0.08913588775655902
12129,Wakulla,Florida,33739.0,2315.6853261341,0.06863526856557989
12131,Walton,Florida,74071.0,8012.280192009999,0.10817027165840881
12133,Washington,Florida,25473.0,1994.77536195,0.07830940061830173
13001,Appling,Georgia,18386.0,1049.209570389,0.05706567879848798
13003,Atkinson,Georgia,8165.0,360.98673715969994,0.04421148036248621
13005,Bacon,Georgia,11164.0,715.3702662103001,0.0640783111976263
13007,Baker,Georgia,3038.0,187.9588719743,0.06186927978087557
13009,Baldwin,Georgia,44890.0,2747.0430246522,0.061194988296997106
13011,Banks,Georgia,19234.0,1149.8817028296003,0.059783804867921404
13013,Barrow,Georgia,83240.0,3784.1018096947996,0.045460137069855834
13015,Bartow,Georgia,107738.0,5940.2589435954005,0.055136153850966235
13017,Ben Hill,Georgia,16700.0,1033.2524908379999,0.06187140663700598
13019,Berrien,Georgia,19397.0,1319.0154982660001,0.06800100522070424
13021,Bibb,Georgia,153159.0,11926.00776004,0.07786684269314895
