FIPS,COUNTY,STATE,AG1CASES,AG2CASES,AG3CASES,AG4CASES,TOTALCASES,AG1AR,AG2AR,AG3AR,AG4AR
01061,Geneva,Alabama,649,364,248.52619926199262,30.47380073800738,1292.0,0.5023219814241486,0.28173374613003094,0.19235773936686734,0.02358653307895308
01069,Houston,Alabama,3332,1553,1282.6463719766473,159.3536280233528,6327.0,0.5266318950529477,0.24545598229808757,0.2027258372019357,0.02518628544702905
01071,Jackson,Alabama,2029,943,670.4088376923803,69.59116230761968,3711.9999999999995,0.5466056034482759,0.2540409482758621,0.18060582911971454,0.018747619156147546
01073,Jefferson,Alabama,28332,10319,6877.948550717886,982.0514492821138,46511.0,0.6091462234740169,0.22186149513018424,0.14787789019195213,0.0211143912038467
01077,Lauderdale,Alabama,2100,878,888.718629978429,112.281370021571,3979.0,0.5277707966825835,0.22065845689871827,0.22335225684303317,0.028218489575664994
01079,Lawrence,Alabama,732,387,344.5808811833943,35.41911881660569,1499.0,0.4883255503669113,0.2581721147431621,0.22987383668004957,0.023628498209877044
01081,Lee,Alabama,6610,1605,859.8904565941602,86.1095434058397,9160.999999999998,0.7215369501146165,0.1751992140596005,0.0938642568053881,0.009399579020395123
01083,Limestone,Alabama,2866,1233,831.737351634507,87.262648365493,5018.0,0.571143882024711,0.24571542447190114,0.16575076756367219,0.017389925939715625
01089,Madison,Alabama,10177,3833,2468.869189302716,313.13081069728366,16792.0,0.6060624106717485,0.22826345878989995,0.14702651198801311,0.018647618550338474
01093,Marion,Alabama,743,384,407.3454374706527,51.65456252934732,1586.0,0.46847414880201765,0.2421185372005044,0.2568382329575364,0.032569081039941564
01095,Marshall,Alabama,3767,1490,1065.0739701492537,125.92602985074627,6448.0,0.584212158808933,0.23107940446650124,0.16517896559386688,0.019529471130698865
01097,Mobile,Alabama,13017,5635,4091.2297430973786,493.77025690262144,23237.0,0.5601841890089082,0.24250118345741706,0.17606531579366436,0.02124931174001039
01099,Monroe,Alabama,347,158,105.40935005701255,15.590649942987456,626.0,0.5543130990415336,0.2523961661341853,0.16838554322206478,0.024905191602216385
01101,Montgomery,Alabama,8102,3085,1992.987103540149,264.01289645985094,13444.0,0.6026480214221958,0.22947039571556085,0.14824361079590517,0.019637972066338213
01103,Morgan,Alabama,4280,1838,1249.8849632163442,145.11503678365588,7513.0,0.5696792226806868,0.24464261945960336,0.1663629659545247,0.01931519190518513
01109,Pike,Alabama,1039,302,277.60007950705625,35.39992049294375,1654.0,0.628174123337364,0.1825876662636034,0.1678355982509409,0.02140261214809175
01111,Randolph,Alabama,464,237,212.79940940729804,25.20059059270196,939.0,0.4941427050053248,0.2523961661341853,0.22662343919840047,0.026837689662089416
01113,Russell,Alabama,1636,637,459.00162999185005,51.998370008149955,2784.0,0.5876436781609196,0.22880747126436782,0.16487127514075073,0.01867757543396191
01115,St. Clair,Alabama,2489,1234,916.1804680766426,88.81953192335742,4728.0,0.5264382402707276,0.2609983079526227,0.19377759477086348,0.018785857005786256
01117,Shelby,Alabama,7366,2662,1445.3082018200669,167.6917981799332,11641.0,0.6327635082896659,0.2286745124989262,0.1241567049068007,0.014405274304607266
01121,Talladega,Alabama,2134,1053,761.7850903920373,80.21490960796262,4028.9999999999995,0.5296599652519236,0.261355174981385,0.18907547540134956,0.01990938436534193
01123,Tallapoosa,Alabama,937,542,559.2277734505396,55.77222654946033,2094.0,0.447468958930277,0.2588347659980898,0.2670619739496369,0.026634301121996336
01125,Tuscaloosa,Alabama,9665,2613,1859.2861856959257,230.71381430407448,14368.0,0.6726753897550112,0.18186247216035634,0.12940466214476098,0.016057475939871554
01127,Walker,Alabama,2030,1009,997.241518252881,92.75848174711902,4129.0,0.4916444659723904,0.24436909663356746,0.24152131708715935,0.022465120306882785
01133,Winston,Alabama,678,363,293.1403135281595,37.859686471840526,1372.0,0.49416909620991256,0.26457725947521865,0.21365912064734657,0.02759452366752225
02020,Anchorage,Alaska,15806,4913,2232.852445418728,227.14755458127203,23179.0,0.6819103498856723,0.21195910091030673,0.09633083590399621,0.009799713300024679
02090,Fairbanks North Star,Alaska,4045,1010,482.62246028814184,34.37753971185815,5572.0,0.7259511844938981,0.18126346015793252,0.08661566049679502,0.006169694851374399
02110,Juneau,Alaska,611,209,83.2212508406187,6.778749159381305,910.0,0.6714285714285714,0.22967032967032966,0.09145192400067989,0.0074491749004190165
02122,Kenai Peninsula,Alaska,2021,834,511.0412993039443,37.958700696055686,3404.0,0.5937132784958872,0.24500587544065805,0.15012964139363816,0.011151204669816594
02170,Matanuska-Susitna,Alaska,5314,1762,721.6430388949474,53.356961105052704,7851.0,0.676856451407464,0.22443000891606166,0.09191734032542954,0.0067961993510447976
04001,Apache,Arizona,4991,2218,1450.5254102699841,160.47458973001588,8820.0,0.5658730158730159,0.2514739229024943,0.16445866329591657,0.01819439792857323
04003,Cochise,Arizona,5861,2215,1701.373171234288,194.62682876571193,9972.0,0.5877456879261933,0.22212194143602085,0.170615039233282,0.019517331404503804
04005,Coconino,Arizona,10515,2617,1309.6560390097525,131.34396099024755,14573.0,0.7215398339394771,0.17957867288821794,0.0898686638996605,0.009012829272644449
04007,Gila,Arizona,2754,1386,1131.6894574327305,128.31054256726952,5400.0,0.51,0.25666666666666665,0.20957212174680195,0.023761211586531394
04009,Graham,Arizona,3150,921,484.20992647058824,64.79007352941176,4620.0,0.6818181818181818,0.19935064935064936,0.10480734339190222,0.014023825439266615
04013,Maricopa,Arizona,293536,98439,55070.327558302015,7180.672441697986,454226.0,0.646233372814414,0.2167181094873477,0.12123992804969776,0.015808589648540563
04015,Mohave,Arizona,8715,5099,5258.88587467759,559.1141253224093,19632.0,0.44391809290953543,0.25972901385493075,0.2678731598755904,0.028479733359943426
04017,Navajo,Arizona,7475,3271,2202.141917518844,211.85808248115606,13160.0,0.5680091185410334,0.2485562310030395,0.167336011969517,0.016098638486410036
04019,Pima,Arizona,62659,20607,13689.32792607996,1886.672073920039,98842.0,0.6339309200542279,0.20848424758705814,0.13849707539386052,0.019087756964853392
04021,Pinal,Arizona,26343,9161,6649.852039019946,612.147960980055,42766.0,0.6159799840995183,0.21421222466445308,0.15549389793340376,0.014313893302624866
04023,Santa Cruz,Arizona,3896,1768,963.4930741473636,119.50692585263647,6747.0,0.5774418259967393,0.26204238921001927,0.1428031827697293,0.017712602023512148
04025,Yavapai,Arizona,7571,4009,4346.681585075486,476.318414924514,16403.0,0.46156190940681585,0.24440651100408461,0.2649930857206295,0.029038493868470037
04027,Yuma,Arizona,20045,7552,4167.688320178199,639.3116798218003,32404.0,0.6185964695716578,0.2330576472040489,0.12861647698365014,0.019729406240643142
05005,Baxter,Arkansas,714,398,521.7501914535151,76.24980854648491,1710.0,0.41754385964912283,0.2327485380116959,0.3051170710254474,0.04459053131373387
05007,Benton,Arkansas,11291,3542,1980.0229539338293,254.97704606617066,17068.0,0.6615303491914695,0.20752284977736116,0.11600790683933848,0.01493889419183095
05009,Boone,Arkansas,1169,570,568.2807039918378,78.71929600816223,2386.0,0.4899413243922883,0.23889354568315171,0.23817296898232931,0.032992160942230606
05015,Carroll,Arkansas,1011,475,352.7198759598346,38.28012404016538,1877.0,0.5386254661694193,0.25306339904102293,0.18791682256783943,0.02039431222171837
05019,Clark,Arkansas,788,288,194.26565414335198,26.734345856648016,1297.0,0.607555898226677,0.2220508866615266,0.1497807664944888,0.020612448617307644
05023,Cleburne,Arkansas,476,275,326.0677466863034,48.93225331369661,1126.0000000000002,0.4227353463587921,0.24422735346358787,0.28958059208375075,0.0434567080938691
05027,Columbia,Arkansas,494,237,186.0060096153846,28.993990384615383,946.0,0.5221987315010571,0.25052854122621565,0.1966236888111888,0.03064903846153846
05029,Conway,Arkansas,693,332,233.61731096523218,35.382689034767814,1294.0,0.535548686244204,0.25656877897990726,0.18053888018951483,0.02734365458637389
05031,Craighead,Arkansas,6209,1852,1326.9094917012449,187.0905082987552,9575.0,0.6484595300261097,0.19342036553524805,0.13858062576514307,0.019539478673499238
05033,Crawford,Arkansas,2529,1175,831.7127845884413,99.28721541155866,4635.0,0.545631067961165,0.2535059331175836,0.179441808972695,0.021421189948556345
05035,Crittenden,Arkansas,2672,1099,645.6206896551724,74.37931034482759,4491.0,0.5949677132041862,0.24471164551324873,0.14375878193167946,0.01656185935088568
05045,Faulkner,Arkansas,4957,1501,994.3976535967892,110.60234640321087,7563.0,0.65542774031469,0.1984662171096126,0.13148190580415037,0.01462413677154712
05051,Garland,Arkansas,3658,1635,1485.356776010603,195.64322398939694,6974.0,0.5245196443934614,0.23444221393748207,0.21298491196022412,0.02805322970883237
05055,Greene,Arkansas,2361,924,581.1079761258817,66.89202387411828,3933.0,0.6003051106025934,0.2349351639969489,0.1477518373063518,0.017007888094105843
05057,Hempstead,Arkansas,585,280,147.15821195379206,20.841788046207935,1033.0,0.5663117134559535,0.271055179090029,0.14245712677036987,0.020175980683647565
05059,Hot Spring,Arkansas,2059,800,490.2082376358904,59.79176236410963,3409.0,0.6039894397183925,0.23467292461132297,0.143798250993221,0.017539384677063546
05063,Independence,Arkansas,1241,413,358.31423943454575,49.68576056545428,2062.0,0.6018428709990301,0.2002909796314258,0.17377024220880008,0.024095907160744074
05069,Jefferson,Arkansas,3451,1371,779.0477775928084,98.95222240719161,5700.0,0.6054385964912281,0.24052631578947367,0.1366750487004927,0.017360039018805545
05071,Johnson,Arkansas,1104,383,307.23232998885175,39.76767001114827,1834.0,0.6019629225736096,0.2088331515812432,0.16752035441049715,0.021683571434650092
05083,Logan,Arkansas,704,364,219.5309372156506,26.469062784349408,1314.0,0.5357686453576864,0.2770167427701674,0.16707072847461993,0.020143883397526187
05085,Lonoke,Arkansas,2352,825,608.8078291814946,66.19217081850533,3852.0,0.6105919003115264,0.21417445482866043,0.15804979989135376,0.017183844968459327
05091,Miller,Arkansas,1183,540,361.125,43.875,2128.0,0.555921052631579,0.25375939849624063,0.16970159774436092,0.02061795112781955
05093,Mississippi,Arkansas,2426,992,611.2805755395684,76.71942446043165,4106.0,0.590842669264491,0.24159766195811008,0.14887495751085447,0.018684711266544484
05103,Ouachita,Arkansas,733,415,309.8149199270221,47.1850800729779,1505.0,0.4870431893687708,0.2757475083056478,0.2058570896525064,0.03135221267307502
05111,Poinsett,Arkansas,1088,572,487.2006479981486,50.799352001851425,2198.0,0.49499545040946313,0.2602365787079163,0.2216563457680385,0.023111625114582087
05115,Pope,Arkansas,3128,1236,757.5777434610559,99.42225653894411,5221.0,0.5991189427312775,0.23673625742194981,0.14510203858667992,0.019042761260092723
05119,Pulaski,Arkansas,17360,6024,3759.545086714374,505.4549132856259,27649.0,0.6278708090708525,0.2178740641614525,0.1359739985791303,0.018281128188564717
05123,St. Francis,Arkansas,1682,680,282.93536121673003,35.06463878326996,2680.0,0.6276119402985074,0.2537313432835821,0.1055728959763918,0.013083820441518642
05125,Saline,Arkansas,4394,1405,1018.4507130966842,107.54928690331579,6925.0,0.6345126353790613,0.20288808664259927,0.14706869503201217,0.01553058294632719
05131,Sebastian,Arkansas,5784,2145,1528.2599828457066,205.74001715429333,9663.0,0.5985718720894132,0.221980751319466,0.15815585044455208,0.021291526146568696
05139,Union,Arkansas,1165,592,538.0207894367186,68.97921056328136,2364.0,0.4928087986463621,0.25042301184433163,0.22758916642839197,0.02917902308091428
05143,Washington,Arkansas,13470,3054,1549.3467270652511,193.6532729347488,18267.0,0.7373953030054196,0.1671867301691575,0.08481670373160624,0.010601263093816654
05145,White,Arkansas,2329,884,814.8666161424782,100.13338385752179,4128.0,0.5641957364341085,0.21414728682170542,0.19739985856164685,0.024257118182539193
05149,Yell,Arkansas,1433,542,337.49870399170555,47.50129600829445,2360.0,0.6072033898305085,0.22966101694915253,0.1430079254202142,0.020127667800124767
06001,Alameda,California,48258,15016,7900.096547622538,1187.9034523774624,72362.0,0.6668969901329427,0.20751223017605927,0.10917465724582706,0.016416122445170978
06005,Amador,California,1666,938,560.5007766103244,62.499223389675656,3227.0,0.5162689804772235,0.29067245119305857,0.17369097508841783,0.019367593241300173
06007,Butte,California,6752,1734,1289.3535845679626,186.64641543203737,9961.999999999998,0.6777755470789,0.174061433447099,0.12942718174743653,0.018735837726564685
06009,Calaveras,California,829,462,341.77833048344473,34.22166951655526,1667.0,0.4973005398920216,0.27714457108578283,0.20502599309144856,0.020528895930747006
06011,Colusa,California,1009,293,160.05040448039827,20.949595519601743,1483.0,0.6803776129467296,0.19757248819959541,0.1079234015376927,0.014126497315982294
06013,Contra Costa,California,35983,11905,5931.580531048886,846.4194689511145,54666.0,0.6582336369955731,0.21777704606153733,0.10850584515144487,0.015483471791444672
06015,Del Norte,California,589,199,40.23911770447003,4.760882295529963,833.0,0.7070828331332533,0.2388955582232893,0.04830626375086439,0.005715344892592992
06017,El Dorado,California,4655,2131,1193.158519288956,139.84148071104386,8119.0,0.5733464712403006,0.26247074762901834,0.14695880272064984,0.017223978410031267
06019,Fresno,California,56991,16756,8878.616414876231,1246.3835851237693,83872.0,0.6794997138496757,0.1997806180847005,0.10585912360354148,0.014860544462082332
06021,Glenn,California,1197,350,215.98033958891867,28.019660411081322,1791.0,0.6683417085427136,0.1954215522054718,0.12059203773808971,0.015644701513724914
06023,Humboldt,California,1963,476,262.55925205446823,32.440747945531776,2734.0,0.7179956108266277,0.17410387710314557,0.09603483981509445,0.011865672255132324
06025,Imperial,California,14918,5542,2926.26411733024,452.73588266976014,23839.0,0.6257812827719283,0.2324761944712446,0.12275112703260371,0.01899139572422334
06029,Kern,California,56167,17030,7970.46813306312,910.531866936879,82078.0,0.6843124832476425,0.20748556251370648,0.09710845942960501,0.011093494809046018
06031,Kings,California,13679,4462,1396.571187921138,192.428812078862,19730.0,0.6933096806893057,0.22615306639635074,0.07078414535839524,0.009753107555948402
06033,Lake,California,1734,622,377.06983635261633,40.93016364738366,2774.0,0.6250901225666907,0.22422494592645997,0.13593000589495902,0.014754925611890287
06035,Lassen,California,4049,679,152.10637399746727,19.893626002532713,4900.0,0.8263265306122449,0.13857142857142857,0.03104211714234026,0.004059923673986268
06037,Los Angeles,California,668170,226060,107136.9043559943,16947.095644005705,1018314.0,0.6561532101100447,0.22199439465626516,0.1052100868258654,0.016642308407824803
06039,Madera,California,8982,3165,1497.578966021353,177.42103397864707,13822.0,0.6498335986109102,0.2289827810736507,0.10834748705117588,0.012836133264263281
06041,Marin,California,7033,2677,1518.6396707292438,232.36032927075618,11461.0,0.6136462786842335,0.23357473169880463,0.13250498828455143,0.02027400133241045
06045,Mendocino,California,2134,603,318.43865168539327,38.56134831460674,3094.0,0.6897220426632191,0.19489334195216548,0.10292134831460674,0.012463267070008643
06047,Merced,California,17472,5239,2306.4608041471743,310.5391958528259,25328.0,0.689829437776374,0.2068461781427669,0.09106367672722576,0.012260707353633367
06053,Monterey,California,25647,7640,2768.139912071265,442.86008792873486,36498.0,0.7026960381390761,0.20932653844046248,0.07584360545978587,0.012133817960675513
06055,Napa,California,5074,1744,831.8734764517435,129.12652354825644,7778.999999999999,0.6522689291682736,0.224193341046407,0.10693835665917774,0.016599373126141723
06057,Nevada,California,1971,880,687.4941708471703,82.50582915282979,3621.0,0.5443247721623861,0.24302678818006077,0.18986306844716108,0.0227853712103921
06059,Orange,California,141836,51563,24920.574214116252,3789.4257858837486,222109.0,0.6385873602600525,0.23215178133258896,0.11219974973601363,0.01706110867134492
06061,Placer,California,10534,4291,2740.5142965108957,389.4857034891044,17955.0,0.5866889445836814,0.23898635477582847,0.15263237518857675,0.021692325451913363
06065,Riverside,California,159779,54880,25332.83900727438,3441.160992725623,243433.0,0.6563571906849113,0.22544190804040537,0.10406493370773222,0.014135967566951166
06067,Sacramento,California,56585,18178,10002.288231161232,1415.7117688387689,86181.0,0.6565832376045764,0.21092816282011115,0.11606140832853218,0.016427191246780253
06069,San Benito,California,3336,1067,380.80077556955894,51.199224430441106,4835.0,0.6899689762150982,0.2206825232678387,0.07875920901128416,0.010589291505778926
06071,San Bernardino,California,165665,55927,23964.715868263473,2796.284131736527,248353.0,0.667054555411048,0.22519156201052534,0.0964945696982258,0.011259312880200871
06073,San Diego,California,155361,50150,25022.614550048303,3849.3854499516983,234383.0,0.6628509746867307,0.21396602995951072,0.10675951135555183,0.016423483998206773
06075,San Francisco,California,21338,5630,3301.6899978838965,621.3100021161036,30891.0,0.6907513515263345,0.18225373086012106,0.10688193965504181,0.020112977958502594
06077,San Joaquin,California,38694,13192,7094.303675048356,966.6963249516441,59947.0,0.6454701653126929,0.22006105393097236,0.11834293083971435,0.016125849916620416
06079,San Luis Obispo,California,11879,3881,2043.406123520347,281.59387647965315,18085.0,0.6568426873099253,0.21459773292784076,0.11298900323584998,0.015570576526383918
06081,San Mateo,California,22029,7414,3911.981020988832,664.0189790111683,34019.0,0.6475498985860842,0.21793703518621946,0.11499400396804232,0.01951906225965397
06083,Santa Barbara,California,20328,5760,2828.3244206773616,496.67557932263816,29412.999999999996,0.691122972835141,0.19583177506544727,0.09615899162538204,0.01688626047402979
06085,Santa Clara,California,63105,20879,10450.359401507045,1695.6405984929552,96130.0,0.656454800790596,0.21719546447518984,0.1087106980287844,0.01763903670542968
06087,Santa Cruz,California,8441,2573,1451.6545947434188,179.3454052565813,12645.0,0.667536575721629,0.20347963621984974,0.11480067969501137,0.01418310836350979
06089,Shasta,California,6030,2216,1591.8076387611968,189.19236123880322,10027.0,0.6013762840331106,0.22100329111399222,0.15875213311670458,0.018868291736192602
06093,Siskiyou,California,706,258,198.32674224448547,21.673257755514545,1184.0,0.5962837837837838,0.2179054054054054,0.16750569446324787,0.01830511634756296
06095,Solano,California,16862,6273,3118.942492755208,392.05750724479196,26646.000000000004,0.6328154319597687,0.2354199504616077,0.11705105804830773,0.014713559530315692
06097,Sonoma,California,16368,4872,2519.0852496506163,340.91475034938384,24100.0,0.6791701244813279,0.20215767634854773,0.10452635890666458,0.01414584026345991
06099,Stanislaus,California,29680,10009,5458.6948769632445,725.3051230367555,45873.0,0.6470036840843197,0.21818934885444596,0.11899581184930666,0.015811155211927615
06101,Sutter,California,4781,1744,1064.7191785359391,166.28082146406092,7756.0,0.6164259927797834,0.22485817431665808,0.13727684096646972,0.021438991937088824
06103,Tehama,California,2391,911,525.6295774647888,68.37042253521126,3896.0,0.6137063655030801,0.23382956878850103,0.1349151892876768,0.01754887642074211
06107,Tulare,California,27529,8243,4410.889926507156,564.1100734928441,40747.0,0.6756080202223477,0.20229710162711365,0.10825066695725222,0.013844211193286477
06109,Tuolumne,California,2226,742,492.26867904004354,61.73132095995649,3522.0,0.6320272572402045,0.21067575241340147,0.1397696419761623,0.017527348370231826
06111,Ventura,California,44086,14306,6742.383789912586,1005.6162100874145,66140.0,0.6665557907469005,0.21629876020562444,0.10194109147131215,0.015204357576162906
06113,Yolo,California,7792,2373,1194.9894766381367,177.01052336186336,11537.0,0.675392216347404,0.20568605356678513,0.10357887463275867,0.015342855453052211
06115,Yuba,California,3241,907,531.7865628042844,55.21343719571568,4735.0,0.6844772967265047,0.19155227032734953,0.11230972815296396,0.01166070479318177
08001,Adams,Colorado,21839,6211,3058.008572251837,331.99142774816306,31440.0,0.6946246819338422,0.19755089058524172,0.09726490369757751,0.01055952378333852
08005,Arapahoe,Colorado,25924,7277,3878.0813824739007,482.91861752609935,37562.0,0.6901655928864278,0.19373302806027368,0.10324480545428627,0.012856573599012282
08013,Boulder,Colorado,9347,2458,1454.9148434592003,179.0851565407999,13439.0,0.6955130590073666,0.18290051343105887,0.10826064762699608,0.013325779934578457
08014,Broomfield,Colorado,1897,547,273.3939454094293,34.60605459057072,2752.0,0.6893168604651163,0.19876453488372092,0.09934373016331007,0.012574874487852734
08015,Chaffee,Colorado,717,209,101.11985654964137,11.880143450358625,1039.0,0.6900866217516843,0.20115495668912417,0.09732421227106965,0.011434209288121873
08029,Delta,Colorado,1012,541,481.5074233716475,56.49257662835249,2091.0,0.4839789574366332,0.258727881396461,0.23027614699744023,0.027017014169465562
08031,Denver,Colorado,33800,7564,4005.329049346462,552.6709506535383,45922.0,0.7360306606855103,0.16471408039719523,0.08722026587140068,0.01203499304589387
08035,Douglas,Colorado,9054,3835,1662.104031925141,165.89596807485896,14717.0,0.6152069035808928,0.26058299925256506,0.11293769327479385,0.011272403891748247
08037,Eagle,Colorado,3247,876,299.3926272674079,18.60737273259216,4441.0,0.7311416347669444,0.19725287097500563,0.0674155882160342,0.004189906042015798
08039,Elbert,Colorado,448,246,104.4554541503694,7.544545849630596,806.0,0.5558312655086849,0.3052109181141439,0.12959733765554518,0.00936047872162605
08041,El Paso,Colorado,27088,8330,4848.201853369476,555.7981466305239,40822.0,0.6635637646367155,0.20405663612757827,0.11876443715078822,0.013615162084918031
08043,Fremont,Colorado,3200,1112,469.7930904285445,57.20690957145554,4839.0,0.6612936557139905,0.2297995453606117,0.09708474693708297,0.011822051988314847
08045,Garfield,Colorado,2829,861,412.28028474903476,40.71971525096525,4143.0,0.6828385228095583,0.20782041998551773,0.0995124993359968,0.009828557868927166
08059,Jefferson,Colorado,16551,6420,4053.5456459465754,501.4543540534248,27526.0,0.6012860568190075,0.23323403327762843,0.14726242991886127,0.018217479984502828
08067,La Plata,Colorado,1772,431,307.99873158356917,29.00126841643087,2540.0,0.6976377952755906,0.16968503937007873,0.12125934314313747,0.011417822211193257
08069,Larimer,Colorado,9044,2479,1715.6781597258282,210.32184027417176,13449.0,0.67246635437579,0.18432597219124097,0.12756919917658027,0.015638474256388712
08075,Logan,Colorado,1768,654,364.92085798816566,72.07914201183432,2859.0,0.6183980412731724,0.22875131164742918,0.1276393347282846,0.025211312351113787
08077,Mesa,Colorado,6230,2262,1672.5205479452054,231.4794520547945,10396.0,0.5992689495959984,0.21758368603308964,0.16088116082581813,0.02226620354509374
08083,Montezuma,Colorado,729,268,174.3564290473018,21.6435709526982,1193.0,0.6110645431684828,0.22464375523889354,0.14614956332548348,0.018142138267140152
08085,Montrose,Colorado,1364,550,515.1891865657154,73.81081343428461,2503.0,0.5449460647223332,0.21973631642029565,0.20582868021003414,0.02948893864733704
08087,Morgan,Colorado,1030,397,293.90284831088536,55.09715168911459,1776.0,0.579954954954955,0.22353603603603603,0.1654858380128859,0.03102317099612308
08101,Pueblo,Colorado,6292,2474,1956.3336986816146,279.66630131838536,11002.0,0.5718960189056536,0.22486820578076713,0.17781618784599296,0.02541958746758638
08107,Routt,Colorado,1143,287,119.19793621013133,9.802063789868669,1559.0,0.7331622835150737,0.18409236690186018,0.07645794497121959,0.006287404611846484
08117,Summit,Colorado,2008,356,95.91698623956688,4.083013760433115,2464.0,0.814935064935065,0.1444805194805195,0.03892734831151253,0.00165706727290305
08119,Teller,Colorado,512,332,222.6273777173913,12.372622282608695,1079.0,0.47451343836886006,0.3076923076923077,0.2063275048353951,0.01146674910343716
08123,Weld,Colorado,14328,4637,2328.648261505291,250.35173849470894,21544.0,0.6650575566282956,0.2152339398440401,0.1080880180795252,0.011620485448139107
09001,Fairfield,Connecticut,31637,13269,7892.538262174327,1438.4617378256717,54237.0,0.5833102863358962,0.24464848719508822,0.14551944728090285,0.026521779188112757
09003,Hartford,Connecticut,24990,11648,8142.389763475711,1438.610236524289,46219.0,0.5406867305653519,0.25201756853242174,0.17616975190886242,0.03112594899336396
09005,Litchfield,Connecticut,3662,2081,1364.8228425883897,194.17715741161044,7302.0,0.5015064365927143,0.28499041358531907,0.18691082478613938,0.02659232503582723
09007,Middlesex,Connecticut,3368,1869,1396.0306969919295,234.96930300807043,6868.0,0.49039021549213746,0.2721316249271986,0.20326597218869097,0.03421218739197298
09009,New Haven,Connecticut,25898,11680,7830.1204340106015,1346.8795659893988,46755.00000000001,0.5539086728692117,0.24981285424018818,0.16747129577607958,0.02880717711452034
09011,New London,Connecticut,6797,3009,1818.029497341226,271.9705026587739,11896.0,0.5713685272360457,0.25294216543375925,0.15282695841805868,0.02286234891213634
09013,Tolland,Connecticut,2841,1257,708.2824467868626,100.71755321313744,4907.0,0.5789688200529856,0.25616466272671695,0.1443412363535485,0.02052528086674902
09015,Windham,Connecticut,3201,1401,846.6932062097538,118.30679379024609,5567.0,0.574995509250943,0.2516615771510688,0.15209146869224965,0.021251444905738475
10001,Kent,Delaware,6544,2676,1703.536476615122,194.46352338487807,11118.0,0.5885950710559453,0.24069077172153264,0.1532232844589964,0.01749087276352564
10003,New Castle,Delaware,27493,9730,5034.4065761830125,707.5934238169874,42965.0,0.6398929361107879,0.2264634004422204,0.11717459737421186,0.016469066072779877
